Sales_Person,Country,Product,Total_Revenue,Total_Boxes,Total_Transactions,Revenue_Per_Box,Revenue_Per_Transaction
Madelene Upcott,Canada,Milk Bars,3612,82,1,44.048780487804876,3612.0
Oby Sorrel,Canada,99% Dark & Pure,3605,403,1,8.945409429280398,3605.0
Dotty Strutley,Australia,Baker's Choco Chips,3605,68,1,53.01470588235294,3605.0
Jehu Rudeforth,Canada,Manuka Honey Choco,3584,200,1,17.92,3584.0
Mallorie Waber,Canada,Orange Choco,3577,178,1,20.09550561797753,3577.0
Oby Sorrel,USA,Smooth Sliky Salty,3577,158,1,22.639240506329113,3577.0
Beverie Moffet,India,Choco Coated Almonds,3577,261,1,13.704980842911878,3577.0
Van Tuxwell,UK,85% Dark Bars,3577,134,1,26.69402985074627,3577.0
Mallorie Waber,UK,Milk Bars,3563,284,1,12.545774647887324,3563.0
Ches Bonnell,New Zealand,Spicy Special Slims,3556,18,1,197.55555555555554,3556.0
Marney O'Breen,UK,Caramel Stuffed Bars,3549,112,1,31.6875,3549.0
Wilone O'Kielt,India,Eclairs,3549,76,1,46.69736842105263,3549.0
Gigi Bohling,Canada,Drinking Coco,3549,82,1,43.28048780487805,3549.0
Marney O'Breen,Canada,Spicy Special Slims,3528,336,1,10.5,3528.0
Kelci Walkden,UK,99% Dark & Pure,3507,114,1,30.763157894736842,3507.0
Husein Augar,UK,After Nines,3507,380,1,9.228947368421053,3507.0
Madelene Upcott,India,Choco Coated Almonds,3500,145,1,24.137931034482758,3500.0
Gigi Bohling,India,Eclairs,3493,68,1,51.36764705882353,3493.0
Beverie Moffet,UK,99% Dark & Pure,3486,121,1,28.8099173553719,3486.0
Karlen McCaffrey,Canada,Eclairs,3479,358,1,9.717877094972067,3479.0
Marney O'Breen,India,Eclairs,3472,96,1,36.166666666666664,3472.0
Curtice Advani,Australia,Organic Choco Syrup,3472,311,1,11.163987138263666,3472.0
Jehu Rudeforth,India,50% Dark Bites,3472,135,1,25.71851851851852,3472.0
Jan Morforth,Australia,White Choc,3472,32,1,108.5,3472.0
Madelene Upcott,Canada,Choco Coated Almonds,3458,294,1,11.761904761904763,3458.0
Dotty Strutley,USA,Raspberry Choco,3437,46,1,74.71739130434783,3437.0
Wilone O'Kielt,Canada,Fruit & Nut Bars,3437,181,1,18.988950276243095,3437.0
Curtice Advani,India,Milk Bars,3437,201,1,17.09950248756219,3437.0
Mallorie Waber,UK,Drinking Coco,3423,100,1,34.23,3423.0
Barr Faughny,Canada,Manuka Honey Choco,3402,249,1,13.662650602409638,3402.0
Jan Morforth,Australia,50% Dark Bites,3402,182,1,18.692307692307693,3402.0
Rafaelita Blaksland,India,Almond Choco,3395,99,1,34.292929292929294,3395.0
Wilone O'Kielt,UK,Drinking Coco,3388,55,1,61.6,3388.0
Jan Morforth,UK,Manuka Honey Choco,3388,212,1,15.981132075471699,3388.0
Mallorie Waber,Canada,White Choc,3381,72,1,46.958333333333336,3381.0
Husein Augar,Canada,Choco Coated Almonds,3381,408,1,8.286764705882353,3381.0
Oby Sorrel,New Zealand,85% Dark Bars,3381,417,1,8.107913669064748,3381.0
Madelene Upcott,New Zealand,Caramel Stuffed Bars,3374,151,1,22.344370860927153,3374.0
Andria Kimpton,New Zealand,50% Dark Bites,3374,202,1,16.702970297029704,3374.0
Curtice Advani,UK,50% Dark Bites,3374,142,1,23.760563380281692,3374.0
Karlen McCaffrey,Canada,Caramel Stuffed Bars,3346,304,1,11.006578947368421,3346.0
Camilla Castle,USA,Raspberry Choco,3339,18,1,185.5,3339.0
Beverie Moffet,India,Spicy Special Slims,3339,171,1,19.526315789473685,3339.0
Wilone O'Kielt,Australia,After Nines,3325,26,1,127.88461538461539,3325.0
Barr Faughny,USA,Caramel Stuffed Bars,3318,299,1,11.096989966555183,3318.0
Wilone O'Kielt,New Zealand,Eclairs,3311,22,1,150.5,3311.0
Kelci Walkden,India,Almond Choco,3297,149,1,22.12751677852349,3297.0
Ches Bonnell,UK,White Choc,3269,226,1,14.464601769911505,3269.0
Kaine Padly,Canada,Peanut Butter Cubes,3269,176,1,18.573863636363637,3269.0
Curtice Advani,New Zealand,Mint Chip Choco,3220,265,1,12.150943396226415,3220.0
Van Tuxwell,Canada,Almond Choco,3213,72,1,44.625,3213.0
Jan Morforth,Australia,Orange Choco,3199,122,1,26.221311475409838,3199.0
Beverie Moffet,Australia,Baker's Choco Chips,3192,109,1,29.28440366972477,3192.0
Andria Kimpton,Australia,Almond Choco,3192,175,1,18.24,3192.0
Kelci Walkden,Australia,99% Dark & Pure,3185,34,1,93.67647058823529,3185.0
Camilla Castle,Australia,Caramel Stuffed Bars,3178,16,1,198.625,3178.0
Husein Augar,Australia,White Choc,3171,220,1,14.413636363636364,3171.0
Mallorie Waber,New Zealand,White Choc,3171,246,1,12.890243902439025,3171.0
Kaine Padly,Canada,Choco Coated Almonds,3164,164,1,19.29268292682927,3164.0
Rafaelita Blaksland,New Zealand,99% Dark & Pure,3164,84,1,37.666666666666664,3164.0
Kaine Padly,UK,50% Dark Bites,3143,67,1,46.91044776119403,3143.0
Ches Bonnell,Australia,70% Dark Bites,3136,125,1,25.088,3136.0
Karlen McCaffrey,India,Orange Choco,3122,149,1,20.953020134228186,3122.0
Van Tuxwell,New Zealand,Smooth Sliky Salty,3115,42,1,74.16666666666667,3115.0
Dotty Strutley,Australia,50% Dark Bites,3108,252,1,12.333333333333334,3108.0
Jan Morforth,UK,Caramel Stuffed Bars,3094,468,1,6.611111111111111,3094.0
Karlen McCaffrey,Canada,Peanut Butter Cubes,3094,159,1,19.459119496855347,3094.0
Husein Augar,Australia,99% Dark & Pure,3087,128,1,24.1171875,3087.0
Gunar Cockshoot,Australia,After Nines,3080,73,1,42.19178082191781,3080.0
Kelci Walkden,Canada,Baker's Choco Chips,3073,302,1,10.175496688741722,3073.0
Beverie Moffet,India,Almond Choco,3066,96,1,31.9375,3066.0
Gigi Bohling,Canada,Milk Bars,3052,116,1,26.310344827586206,3052.0
Van Tuxwell,India,Baker's Choco Chips,3052,447,1,6.827740492170022,3052.0
Husein Augar,UK,Baker's Choco Chips,3038,135,1,22.503703703703703,3038.0
Gunar Cockshoot,Canada,50% Dark Bites,3024,23,1,131.47826086956522,3024.0
Roddy Speechley,USA,Smooth Sliky Salty,3017,140,1,21.55,3017.0
Karlen McCaffrey,Canada,Smooth Sliky Salty,3017,184,1,16.39673913043478,3017.0
Beverie Moffet,UK,Choco Coated Almonds,3010,69,1,43.6231884057971,3010.0
Rafaelita Blaksland,Australia,50% Dark Bites,3010,40,1,75.25,3010.0
Husein Augar,UK,Drinking Coco,3003,113,1,26.575221238938052,3003.0
Roddy Speechley,USA,Drinking Coco,3003,155,1,19.374193548387098,3003.0
Curtice Advani,USA,Raspberry Choco,2996,139,1,21.553956834532375,2996.0
Van Tuxwell,New Zealand,Fruit & Nut Bars,2996,88,1,34.04545454545455,2996.0
Marney O'Breen,UK,50% Dark Bites,2989,124,1,24.10483870967742,2989.0
Dennison Crosswaite,India,Smooth Sliky Salty,2975,9,1,330.55555555555554,2975.0
Wilone O'Kielt,Australia,Baker's Choco Chips,2961,154,1,19.227272727272727,2961.0
Barr Faughny,Australia,Caramel Stuffed Bars,2933,55,1,53.32727272727273,2933.0
Wilone O'Kielt,India,Choco Coated Almonds,2933,233,1,12.587982832618026,2933.0
Ches Bonnell,UK,Caramel Stuffed Bars,2926,300,1,9.753333333333334,2926.0
Karlen McCaffrey,Canada,50% Dark Bites,2919,65,1,44.90769230769231,2919.0
Kelci Walkden,New Zealand,Baker's Choco Chips,2912,110,1,26.472727272727273,2912.0
Jan Morforth,India,Fruit & Nut Bars,2912,55,1,52.945454545454545,2912.0
Curtice Advani,Australia,Almond Choco,2912,75,1,38.82666666666667,2912.0
Kaine Padly,India,Milk Bars,2905,91,1,31.923076923076923,2905.0
Dotty Strutley,USA,Fruit & Nut Bars,2898,276,1,10.5,2898.0
Kelci Walkden,India,Mint Chip Choco,2870,120,1,23.916666666666668,2870.0
Rafaelita Blaksland,USA,Baker's Choco Chips,2863,58,1,49.36206896551724,2863.0
Brien Boise,Australia,99% Dark & Pure,2835,102,1,27.794117647058822,2835.0
Gigi Bohling,USA,Fruit & Nut Bars,2821,112,1,25.1875,2821.0
Jan Morforth,Australia,Drinking Coco,2821,24,1,117.54166666666667,2821.0
Gigi Bohling,Australia,Drinking Coco,2807,139,1,20.194244604316548,2807.0
Roddy Speechley,USA,Milk Bars,2807,252,1,11.13888888888889,2807.0
Brien Boise,Canada,Raspberry Choco,2800,45,1,62.22222222222222,2800.0
Jehu Rudeforth,New Zealand,White Choc,2800,241,1,11.618257261410788,2800.0
Rafaelita Blaksland,Australia,Baker's Choco Chips,2786,51,1,54.627450980392155,2786.0
Mallorie Waber,Australia,Milk Bars,2779,104,1,26.721153846153847,2779.0
Kaine Padly,Australia,Manuka Honey Choco,2765,264,1,10.473484848484848,2765.0
Dennison Crosswaite,Australia,99% Dark & Pure,2758,18,1,153.22222222222223,2758.0
Madelene Upcott,Australia,Mint Chip Choco,2751,153,1,17.980392156862745,2751.0
Gunar Cockshoot,Canada,After Nines,2744,200,1,13.72,2744.0
Marney O'Breen,Canada,Orange Choco,2723,425,1,6.407058823529412,2723.0
Roddy Speechley,New Zealand,Almond Choco,2723,67,1,40.64179104477612,2723.0
Dennison Crosswaite,Canada,Drinking Coco,2702,24,1,112.58333333333333,2702.0
Ches Bonnell,UK,Mint Chip Choco,2688,209,1,12.861244019138756,2688.0
Brien Boise,UK,Caramel Stuffed Bars,2681,149,1,17.993288590604028,2681.0
Van Tuxwell,Australia,Mint Chip Choco,2674,295,1,9.064406779661017,2674.0
Curtice Advani,Canada,Smooth Sliky Salty,2660,12,1,221.66666666666666,2660.0
Andria Kimpton,UK,50% Dark Bites,2653,314,1,8.449044585987261,2653.0
Marney O'Breen,Canada,Choco Coated Almonds,2639,406,1,6.5,2639.0
Marney O'Breen,India,After Nines,2639,179,1,14.743016759776536,2639.0
Mallorie Waber,USA,85% Dark Bars,2632,108,1,24.37037037037037,2632.0
Jehu Rudeforth,Australia,Drinking Coco,2611,65,1,40.16923076923077,2611.0
Rafaelita Blaksland,USA,Fruit & Nut Bars,2604,65,1,40.06153846153846,2604.0
Karlen McCaffrey,New Zealand,Eclairs,2597,177,1,14.67231638418079,2597.0
Gigi Bohling,USA,Smooth Sliky Salty,2583,126,1,20.5,2583.0
Gigi Bohling,India,Raspberry Choco,2583,159,1,16.245283018867923,2583.0
Roddy Speechley,India,After Nines,2576,112,1,23.0,2576.0
Mallorie Waber,Australia,85% Dark Bars,2541,53,1,47.943396226415096,2541.0
Jan Morforth,India,Choco Coated Almonds,2541,134,1,18.96268656716418,2541.0
Jan Morforth,India,Eclairs,2541,27,1,94.11111111111111,2541.0
Jehu Rudeforth,USA,99% Dark & Pure,2534,219,1,11.570776255707763,2534.0
Dennison Crosswaite,Canada,Spicy Special Slims,2527,216,1,11.699074074074074,2527.0
Rafaelita Blaksland,Canada,Spicy Special Slims,2520,156,1,16.153846153846153,2520.0
Beverie Moffet,UK,Almond Choco,2506,100,1,25.06,2506.0
Beverie Moffet,UK,50% Dark Bites,2499,271,1,9.22140221402214,2499.0
Husein Augar,India,Spicy Special Slims,2492,33,1,75.51515151515152,2492.0
Jehu Rudeforth,UK,Baker's Choco Chips,2485,97,1,25.61855670103093,2485.0
Jehu Rudeforth,New Zealand,Milk Bars,2478,188,1,13.180851063829786,2478.0
Gunar Cockshoot,India,Caramel Stuffed Bars,2471,202,1,12.232673267326733,2471.0
Kelci Walkden,India,Smooth Sliky Salty,2464,8,1,308.0,2464.0
Marney O'Breen,Australia,Milk Bars,2464,387,1,6.366925064599483,2464.0
Beverie Moffet,USA,50% Dark Bites,2450,352,1,6.9602272727272725,2450.0
Van Tuxwell,UK,Baker's Choco Chips,2443,20,1,122.15,2443.0
Karlen McCaffrey,India,Manuka Honey Choco,2443,581,1,4.204819277108434,2443.0
Dotty Strutley,UK,Mint Chip Choco,2443,216,1,11.310185185185185,2443.0
Marney O'Breen,Canada,Milk Bars,2436,309,1,7.883495145631068,2436.0
Karlen McCaffrey,Canada,Organic Choco Syrup,2415,312,1,7.740384615384615,2415.0
Ches Bonnell,USA,Milk Bars,2408,157,1,15.337579617834395,2408.0
Camilla Castle,USA,85% Dark Bars,2401,78,1,30.78205128205128,2401.0
Beverie Moffet,New Zealand,Smooth Sliky Salty,2387,59,1,40.45762711864407,2387.0
Kaine Padly,USA,Organic Choco Syrup,2380,22,1,108.18181818181819,2380.0
Andria Kimpton,USA,Spicy Special Slims,2366,5,1,473.2,2366.0
Brien Boise,UK,Spicy Special Slims,2352,58,1,40.55172413793103,2352.0
Oby Sorrel,UK,After Nines,2345,104,1,22.548076923076923,2345.0
Gunar Cockshoot,USA,Organic Choco Syrup,2331,321,1,7.261682242990654,2331.0
Beverie Moffet,USA,Smooth Sliky Salty,2317,352,1,6.582386363636363,2317.0
Dennison Crosswaite,USA,Caramel Stuffed Bars,2317,464,1,4.993534482758621,2317.0
Kaine Padly,UK,Drinking Coco,2317,224,1,10.34375,2317.0
Gunar Cockshoot,Australia,Drinking Coco,2317,195,1,11.882051282051282,2317.0
Van Tuxwell,USA,Manuka Honey Choco,2317,102,1,22.715686274509803,2317.0
Curtice Advani,Canada,70% Dark Bites,2303,7,1,329.0,2303.0
Kelci Walkden,India,99% Dark & Pure,2303,244,1,9.438524590163935,2303.0
Barr Faughny,Australia,Organic Choco Syrup,2303,33,1,69.78787878787878,2303.0
Karlen McCaffrey,Australia,After Nines,2303,67,1,34.37313432835821,2303.0
Gigi Bohling,USA,50% Dark Bites,2296,59,1,38.91525423728814,2296.0
Van Tuxwell,Canada,Choco Coated Almonds,2282,296,1,7.70945945945946,2282.0
Kaine Padly,UK,Organic Choco Syrup,2282,178,1,12.820224719101123,2282.0
Curtice Advani,India,70% Dark Bites,2282,44,1,51.86363636363637,2282.0
Beverie Moffet,USA,70% Dark Bites,2275,115,1,19.782608695652176,2275.0
Dennison Crosswaite,UK,Baker's Choco Chips,2275,275,1,8.272727272727273,2275.0
Camilla Castle,New Zealand,99% Dark & Pure,2268,42,1,54.0,2268.0
Beverie Moffet,Australia,White Choc,2240,166,1,13.493975903614459,2240.0
Wilone O'Kielt,Australia,Smooth Sliky Salty,2226,46,1,48.391304347826086,2226.0
Barr Faughny,India,Drinking Coco,2219,142,1,15.626760563380282,2219.0
Marney O'Breen,India,85% Dark Bars,2205,179,1,12.318435754189943,2205.0
Dennison Crosswaite,USA,Drinking Coco,2191,138,1,15.876811594202898,2191.0
Gunar Cockshoot,India,Baker's Choco Chips,2191,524,1,4.181297709923665,2191.0
Brien Boise,India,Almond Choco,2170,218,1,9.954128440366972,2170.0
Andria Kimpton,Canada,After Nines,2163,70,1,30.9,2163.0
Ches Bonnell,UK,Peanut Butter Cubes,2156,260,1,8.292307692307693,2156.0
Andria Kimpton,India,Eclairs,2149,84,1,25.583333333333332,2149.0
Kaine Padly,USA,Spicy Special Slims,2107,175,1,12.04,2107.0
Gunar Cockshoot,UK,50% Dark Bites,2107,121,1,17.41322314049587,2107.0
Barr Faughny,New Zealand,85% Dark Bars,2100,157,1,13.375796178343949,2100.0
Barr Faughny,Canada,Peanut Butter Cubes,2100,78,1,26.923076923076923,2100.0
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2093,45,1,46.51111111111111,2093.0
Dotty Strutley,India,Eclairs,2086,384,1,5.432291666666667,2086.0
Jehu Rudeforth,India,Baker's Choco Chips,2086,74,1,28.18918918918919,2086.0
Husein Augar,New Zealand,Peanut Butter Cubes,2058,236,1,8.720338983050848,2058.0
Madelene Upcott,Australia,Choco Coated Almonds,2058,72,1,28.583333333333332,2058.0
Gunar Cockshoot,Canada,Raspberry Choco,2058,126,1,16.333333333333332,2058.0
Dennison Crosswaite,USA,Eclairs,2044,90,1,22.711111111111112,2044.0
Dotty Strutley,New Zealand,Orange Choco,2030,146,1,13.904109589041095,2030.0
Husein Augar,USA,White Choc,2030,60,1,33.833333333333336,2030.0
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2030,11,1,184.54545454545453,2030.0
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2016,277,1,7.277978339350181,2016.0
Van Tuxwell,UK,Organic Choco Syrup,2002,214,1,9.355140186915888,2002.0
Brien Boise,Australia,Milk Bars,1981,52,1,38.09615384615385,1981.0
Kaine Padly,UK,Orange Choco,1960,191,1,10.261780104712042,1960.0
Jehu Rudeforth,India,99% Dark & Pure,1953,242,1,8.070247933884298,1953.0
Jehu Rudeforth,UK,After Nines,1946,164,1,11.865853658536585,1946.0
Jan Morforth,India,Spicy Special Slims,1939,520,1,3.728846153846154,1939.0
Mallorie Waber,Canada,Smooth Sliky Salty,1939,98,1,19.785714285714285,1939.0
Brien Boise,USA,Manuka Honey Choco,1904,8,1,238.0,1904.0
Van Tuxwell,India,White Choc,1897,44,1,43.11363636363637,1897.0
Ches Bonnell,Canada,Eclairs,1876,172,1,10.906976744186046,1876.0
Beverie Moffet,India,Milk Bars,1869,323,1,5.786377708978328,1869.0
Oby Sorrel,Canada,Fruit & Nut Bars,1869,158,1,11.829113924050633,1869.0
Jehu Rudeforth,UK,White Choc,1862,284,1,6.556338028169014,1862.0
Gigi Bohling,USA,After Nines,1848,227,1,8.140969162995594,1848.0
Jehu Rudeforth,Canada,Spicy Special Slims,1848,27,1,68.44444444444444,1848.0
Wilone O'Kielt,New Zealand,85% Dark Bars,1827,117,1,15.615384615384615,1827.0
Beverie Moffet,Australia,Eclairs,1827,6,1,304.5,1827.0
Beverie Moffet,India,White Choc,1813,296,1,6.125,1813.0
Jan Morforth,New Zealand,Organic Choco Syrup,1799,207,1,8.690821256038648,1799.0
Kelci Walkden,UK,Drinking Coco,1792,23,1,77.91304347826087,1792.0
Oby Sorrel,Canada,Raspberry Choco,1750,208,1,8.413461538461538,1750.0
Dennison Crosswaite,Canada,Smooth Sliky Salty,1750,479,1,3.653444676409186,1750.0
Husein Augar,UK,Eclairs,1750,252,1,6.944444444444445,1750.0
Wilone O'Kielt,Australia,Organic Choco Syrup,1743,111,1,15.702702702702704,1743.0
Ches Bonnell,USA,Orange Choco,1743,69,1,25.26086956521739,1743.0
Oby Sorrel,USA,Milk Bars,1736,79,1,21.974683544303797,1736.0
Roddy Speechley,USA,Peanut Butter Cubes,1736,137,1,12.671532846715328,1736.0
Mallorie Waber,USA,50% Dark Bites,1736,13,1,133.53846153846155,1736.0
Kaine Padly,Canada,85% Dark Bars,1729,31,1,55.774193548387096,1729.0
Van Tuxwell,New Zealand,85% Dark Bars,1722,121,1,14.231404958677686,1722.0
Oby Sorrel,UK,White Choc,1715,286,1,5.996503496503497,1715.0
Brien Boise,USA,70% Dark Bites,1694,21,1,80.66666666666667,1694.0
Dennison Crosswaite,Canada,Mint Chip Choco,1694,289,1,5.86159169550173,1694.0
Kelci Walkden,India,After Nines,1687,520,1,3.2442307692307693,1687.0
Ches Bonnell,UK,Choco Coated Almonds,1687,236,1,7.148305084745763,1687.0
Barr Faughny,New Zealand,Fruit & Nut Bars,1687,147,1,11.476190476190476,1687.0
Curtice Advani,UK,Manuka Honey Choco,1666,106,1,15.716981132075471,1666.0
Roddy Speechley,Canada,Spicy Special Slims,1652,186,1,8.881720430107526,1652.0
Barr Faughny,UK,White Choc,1652,72,1,22.944444444444443,1652.0
Dotty Strutley,Australia,Choco Coated Almonds,1645,284,1,5.792253521126761,1645.0
Rafaelita Blaksland,India,Smooth Sliky Salty,1638,81,1,20.22222222222222,1638.0
Oby Sorrel,New Zealand,Spicy Special Slims,1617,13,1,124.38461538461539,1617.0
Curtice Advani,USA,Spicy Special Slims,1603,264,1,6.071969696969697,1603.0
Andria Kimpton,Australia,Drinking Coco,1603,48,1,33.395833333333336,1603.0
Jan Morforth,New Zealand,Manuka Honey Choco,1589,271,1,5.863468634686347,1589.0
Camilla Castle,New Zealand,Peanut Butter Cubes,1582,62,1,25.516129032258064,1582.0
Brien Boise,New Zealand,Drinking Coco,1582,100,1,15.82,1582.0
Madelene Upcott,Australia,85% Dark Bars,1575,329,1,4.787234042553192,1575.0
Marney O'Breen,New Zealand,After Nines,1561,44,1,35.47727272727273,1561.0
Andria Kimpton,UK,Drinking Coco,1554,65,1,23.907692307692308,1554.0
Curtice Advani,India,Manuka Honey Choco,1547,170,1,9.1,1547.0
Curtice Advani,UK,White Choc,1540,73,1,21.095890410958905,1540.0
Brien Boise,India,Caramel Stuffed Bars,1540,100,1,15.4,1540.0
Curtice Advani,New Zealand,Peanut Butter Cubes,1533,434,1,3.532258064516129,1533.0
Dennison Crosswaite,India,Milk Bars,1526,96,1,15.895833333333334,1526.0
Jehu Rudeforth,New Zealand,After Nines,1512,73,1,20.71232876712329,1512.0
Gigi Bohling,Canada,Baker's Choco Chips,1505,47,1,32.02127659574468,1505.0
Ches Bonnell,Australia,Choco Coated Almonds,1470,167,1,8.802395209580839,1470.0
Jehu Rudeforth,UK,Smooth Sliky Salty,1463,113,1,12.946902654867257,1463.0
Dotty Strutley,Australia,Almond Choco,1456,91,1,16.0,1456.0
Andria Kimpton,USA,Fruit & Nut Bars,1456,359,1,4.055710306406685,1456.0
Mallorie Waber,Canada,Eclairs,1442,286,1,5.041958041958042,1442.0
Mallorie Waber,Canada,Manuka Honey Choco,1435,112,1,12.8125,1435.0
Beverie Moffet,Australia,Fruit & Nut Bars,1435,258,1,5.562015503875969,1435.0
Mallorie Waber,Canada,85% Dark Bars,1428,424,1,3.3679245283018866,1428.0
Roddy Speechley,UK,70% Dark Bites,1421,284,1,5.003521126760563,1421.0
Dennison Crosswaite,USA,Fruit & Nut Bars,1414,318,1,4.446540880503145,1414.0
Mallorie Waber,India,Raspberry Choco,1400,2,1,700.0,1400.0
Gigi Bohling,India,White Choc,1393,172,1,8.098837209302326,1393.0
Kelci Walkden,USA,Orange Choco,1379,138,1,9.992753623188406,1379.0
Dotty Strutley,USA,Orange Choco,1379,107,1,12.88785046728972,1379.0
Rafaelita Blaksland,UK,Eclairs,1379,70,1,19.7,1379.0
Gigi Bohling,Australia,70% Dark Bites,1372,105,1,13.066666666666666,1372.0
Beverie Moffet,New Zealand,Baker's Choco Chips,1372,144,1,9.527777777777779,1372.0
Marney O'Breen,Canada,Caramel Stuffed Bars,1372,614,1,2.234527687296417,1372.0
Gigi Bohling,UK,Milk Bars,1365,232,1,5.883620689655173,1365.0
Kelci Walkden,New Zealand,Manuka Honey Choco,1358,106,1,12.81132075471698,1358.0
Brien Boise,India,Eclairs,1351,61,1,22.147540983606557,1351.0
Mallorie Waber,New Zealand,Mint Chip Choco,1316,107,1,12.299065420560748,1316.0
Wilone O'Kielt,India,Mint Chip Choco,1309,51,1,25.666666666666668,1309.0
Gunar Cockshoot,Canada,Almond Choco,1309,30,1,43.63333333333333,1309.0
Brien Boise,India,Spicy Special Slims,1302,33,1,39.45454545454545,1302.0
Husein Augar,USA,Fruit & Nut Bars,1288,27,1,47.7037037037037,1288.0
Kelci Walkden,Australia,Drinking Coco,1288,60,1,21.466666666666665,1288.0
Kaine Padly,Canada,99% Dark & Pure,1288,409,1,3.1491442542787285,1288.0
Camilla Castle,USA,Spicy Special Slims,1274,244,1,5.221311475409836,1274.0
Van Tuxwell,Canada,Raspberry Choco,1267,130,1,9.746153846153845,1267.0
Gunar Cockshoot,USA,Spicy Special Slims,1267,157,1,8.070063694267516,1267.0
Dotty Strutley,UK,70% Dark Bites,1267,216,1,5.8657407407407405,1267.0
Dotty Strutley,India,Mint Chip Choco,1260,239,1,5.2719665271966525,1260.0
Gigi Bohling,UK,Fruit & Nut Bars,1232,86,1,14.325581395348838,1232.0
Oby Sorrel,Canada,Organic Choco Syrup,1232,74,1,16.64864864864865,1232.0
Jan Morforth,New Zealand,Orange Choco,1225,84,1,14.583333333333334,1225.0
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,1218,135,1,9.022222222222222,1218.0
Marney O'Breen,New Zealand,85% Dark Bars,1218,149,1,8.174496644295303,1218.0
Jan Morforth,UK,Organic Choco Syrup,1197,356,1,3.3623595505617976,1197.0
Ches Bonnell,India,Orange Choco,1190,256,1,4.6484375,1190.0
Mallorie Waber,USA,Peanut Butter Cubes,1162,18,1,64.55555555555556,1162.0
Camilla Castle,New Zealand,Mint Chip Choco,1162,190,1,6.11578947368421,1162.0
Andria Kimpton,UK,99% Dark & Pure,1155,66,1,17.5,1155.0
Andria Kimpton,Canada,Smooth Sliky Salty,1155,79,1,14.620253164556962,1155.0
Barr Faughny,Canada,Organic Choco Syrup,1141,205,1,5.565853658536585,1141.0
Beverie Moffet,New Zealand,Drinking Coco,1141,518,1,2.2027027027027026,1141.0
Gigi Bohling,New Zealand,Raspberry Choco,1127,176,1,6.403409090909091,1127.0
Andria Kimpton,Canada,Peanut Butter Cubes,1127,319,1,3.5329153605015673,1127.0
Rafaelita Blaksland,New Zealand,After Nines,1099,92,1,11.945652173913043,1099.0
Curtice Advani,UK,85% Dark Bars,1085,172,1,6.308139534883721,1085.0
Jan Morforth,Canada,Mint Chip Choco,1064,211,1,5.042654028436019,1064.0
Marney O'Breen,USA,50% Dark Bites,1064,106,1,10.037735849056604,1064.0
Oby Sorrel,Australia,Raspberry Choco,1043,120,1,8.691666666666666,1043.0
Ches Bonnell,Australia,White Choc,1043,202,1,5.163366336633663,1043.0
Beverie Moffet,India,Organic Choco Syrup,1036,20,1,51.8,1036.0
Wilone O'Kielt,USA,Drinking Coco,1029,98,1,10.5,1029.0
Brien Boise,New Zealand,Smooth Sliky Salty,1015,27,1,37.592592592592595,1015.0
Karlen McCaffrey,Australia,Raspberry Choco,994,57,1,17.43859649122807,994.0
Rafaelita Blaksland,Australia,Organic Choco Syrup,994,105,1,9.466666666666667,994.0
Beverie Moffet,Canada,Drinking Coco,994,118,1,8.423728813559322,994.0
Van Tuxwell,USA,Caramel Stuffed Bars,987,21,1,47.0,987.0
Jan Morforth,USA,Orange Choco,980,146,1,6.712328767123288,980.0
Marney O'Breen,UK,Drinking Coco,973,28,1,34.75,973.0
Kelci Walkden,India,Milk Bars,966,107,1,9.02803738317757,966.0
Andria Kimpton,New Zealand,Peanut Butter Cubes,959,265,1,3.6188679245283017,959.0
Andria Kimpton,India,After Nines,952,68,1,14.0,952.0
Dennison Crosswaite,India,Fruit & Nut Bars,952,24,1,39.666666666666664,952.0
Karlen McCaffrey,India,85% Dark Bars,945,83,1,11.385542168674698,945.0
Kelci Walkden,USA,After Nines,938,16,1,58.625,938.0
Husein Augar,Australia,Organic Choco Syrup,938,158,1,5.936708860759493,938.0
Dotty Strutley,India,Spicy Special Slims,910,204,1,4.46078431372549,910.0
Gigi Bohling,Australia,Almond Choco,910,117,1,7.777777777777778,910.0
Ches Bonnell,New Zealand,Peanut Butter Cubes,889,273,1,3.2564102564102564,889.0
Karlen McCaffrey,USA,Eclairs,868,125,1,6.944,868.0
Husein Augar,USA,Milk Bars,854,56,1,15.25,854.0
Curtice Advani,Canada,Spicy Special Slims,854,118,1,7.237288135593221,854.0
Curtice Advani,Australia,Orange Choco,854,136,1,6.279411764705882,854.0
Gigi Bohling,UK,70% Dark Bites,840,81,1,10.37037037037037,840.0
Kelci Walkden,Canada,Fruit & Nut Bars,826,149,1,5.543624161073826,826.0
Mallorie Waber,India,White Choc,819,213,1,3.8450704225352115,819.0
Curtice Advani,Canada,Organic Choco Syrup,791,22,1,35.95454545454545,791.0
Gigi Bohling,USA,99% Dark & Pure,784,249,1,3.1485943775100402,784.0
Dennison Crosswaite,India,Orange Choco,784,129,1,6.077519379844961,784.0
Dennison Crosswaite,USA,Milk Bars,777,60,1,12.95,777.0
Gunar Cockshoot,UK,Smooth Sliky Salty,749,148,1,5.0608108108108105,749.0
